Model,Sampler,Tuning Stage,Threshold,ROC-AUC,Accuracy,Precision(1),Recall(1),F1-Score(1),Precision(0),Recall(0),F2-Score,Custom Score,PScore,Customer Retained per $100
Random Forest,SMOTEENN,Threshold Tuning,0.375,0.848916713323493,0.749,0.4343015214384509,0.7714987714987716,0.5557522123893806,0.9271730618637432,0.7432517263025737,0.6678009357720119,33.50630902498123,14.551840987336245,43.43015214384509
Random Forest,SMOTEENN,Threshold Tuning,0.4,0.848916713323493,0.761,0.44862518089725034,0.7616707616707616,0.5646630236794171,0.9258976317799847,0.7608286252354048,0.6683915480810694,34.170468323869194,15.329732533139579,44.862518089725036
Random Forest,SMOTEENN,Threshold Tuning,0.415,0.848916713323493,0.769,0.4587706146926537,0.7518427518427518,0.5698324022346368,0.9242310577644411,0.77338355304457,0.6666666666666666,34.49233614151155,15.82407025382689,45.87706146926537
Random Forest,SMOTEENN,Threshold Tuning,0.426,0.848916713323493,0.7725,0.4636363636363636,0.7518427518427518,0.5735707591377694,0.9246268656716418,0.7777777777777778,0.6687062937062938,34.85816394907304,16.16151237638841,46.36363636363636
Random Forest,SMOTEENN,Threshold Tuning,0.439,0.848916713323493,0.779,0.4727838258164852,0.7469287469287469,0.579047619047619,0.9240972733971997,0.7871939736346516,0.6693086745926905,35.31358305852862,16.695690901699383,47.27838258164852
Random Forest,SMOTEENN,Threshold Tuning,0.45,0.848916713323493,0.783,0.4786729857819905,0.7444717444717445,0.5826923076923077,0.9239209948792977,0.7928436911487758,0.6700574966828837,35.6358512756617,17.057919331003944,47.867298578199055
Random Forest,SMOTEENN,Threshold Tuning,0.47,0.848916713323493,0.7925,0.4934640522875817,0.742014742014742,0.592737978410206,0.9243515850144092,0.805398618957941,0.6741071428571429,36.61576014517191,18.068561378826665,49.34640522875817
Random Forest,SMOTEENN,Threshold Tuning,0.485,0.848916713323493,0.798,0.5025295109612141,0.7321867321867321,0.596,0.9225302061122956,0.8148148148148148,0.6708689779378658,36.7945440458088,18.490344225381143,50.252951096121414
Random Forest,SMOTEENN,Threshold Tuning,0.5,0.848916713323493,0.801,0.5076923076923077,0.7297297297297297,0.5987903225806451,0.9222614840989399,0.8192090395480226,0.6710347943967465,37.04781704781704,18.808891731968654,50.76923076923077
Random Forest,SMOTEENN,Threshold Tuning,0.515,0.848916713323493,0.808,0.5202821869488536,0.7248157248157249,0.6057494866529775,0.9218422889043963,0.8292529817953547,0.6719817767653758,37.71087104420438,19.620294458624855,52.02821869488537
Random Forest,SMOTEENN,Threshold Tuning,0.533,0.848916713323493,0.815,0.5335753176043557,0.7223587223587223,0.6137787056367432,0.9220151828847482,0.8386691776522285,0.6746213859568609,38.54327847068319,20.56574205150791,53.35753176043557
Random Forest,SMOTEENN,Threshold Tuning,0.55,0.848916713323493,0.8185,0.540590405904059,0.7199017199017199,0.6174920969441517,0.9218106995884774,0.8436911487758946,0.6751152073732719,38.9171962972701,21.03826294298919,54.05904059040591
